df,section_name,cb_col_name,col_name
v5,Mini Mental Status Exam Score,MMS_5_5C,mms_6c
v5,Mini Mental Status Exam Score,MMS_5_5D,mms_6d
v5,Mini Mental Status Exam Score,RECAL2_5,mms_recall_2
v5,Mini Mental Status Exam Score,MMS_6_5,mms_7
v5,Mini Mental Status Exam Score,MMS_6_5A,mms_7a
v5,Mini Mental Status Exam Score,MMS_6_5B,mms_7b
v5,Mini Mental Status Exam Score,MMS_6_5C,mms_7c
v5,Mini Mental Status Exam Score,OBJECT_5,mms_object
v5,Mini Mental Status Exam Score,MMS_7_5,mms_8
v5,Mini Mental Status Exam Score,MMS_8_5,mms_9
v5,Mini Mental Status Exam Score,MMS_8_5A,mms_9a
v5,Mini Mental Status Exam Score,MMS_8_5B,mms_9b
v5,Mini Mental Status Exam Score,MMS_8_5C,mms_9c
v5,Mini Mental Status Exam Score,MMS_8_5D,mms_9d
v5,Mini Mental Status Exam Score,PAPER_V5,mms_paper
v5,Mini Mental Status Exam Score,MMS_9_5,mms_10
v5,Mini Mental Status Exam Score,MMS_10_5,mms_11
v5,Mini Mental Status Exam Score,MMS_11_5,mms_12
v5,Mini Mental Status Exam Score,MMS_S_V5,mms_s
v5,Mini Mental Status Exam Score,CTIME_V5,ctime
v5,Demographic/Background Information Questionnaire,DEM6V4,dem_employ_status
v5,Demographic/Background Information Questionnaire,DEM6AV4,dem_employ_hpw
v5,Demographic/Background Information Questionnaire,DME6BV4,dem_employ_7days
v5,Demographic/Background Information Questionnaire,DEM7V4,dem_ins
v5,Demographic/Background Information Questionnaire,DEM7V4A,dem_ins_medicare
v5,Demographic/Background Information Questionnaire,DEM7V4B,dem_medicaid
v5,Demographic/Background Information Questionnaire,DEM7V4C,dem_ins_military
v5,Demographic/Background Information Questionnaire,DEM7V4D,dem_ins_private
v5,Demographic/Background Information Questionnaire,DEM7V4E,dem_ins_none
v5,Demographic/Background Information Questionnaire,DEM8V4,dem_social_security
v5,Demographic/Background Information Questionnaire,DEM9V4,dem_social_security_amount
v5,Demographic/Background Information Questionnaire,DEM10V4,dem_snap
v5,Demographic/Background Information Questionnaire,DEM11V4,dem_snap_amount
v5,Demographic/Background Information Questionnaire,DEM12V4,dem_income_source
v5,Demographic/Background Information Questionnaire,DEM12V4A,dem_income_source_work
v5,Demographic/Background Information Questionnaire,DEM12V4B,dem_income_source_criminalized
v5,Demographic/Background Information Questionnaire,DEM12V4C,dem_income_source_disability
v5,Demographic/Background Information Questionnaire,DEM12V4D,dem_income_source_emp_benefits
v5,Demographic/Background Information Questionnaire,DEM12V4E,dem_income_source_self_emp
v5,Demographic/Background Information Questionnaire,DEM12V4F,dem_income_source_sex
v5,Demographic/Background Information Questionnaire,DEM12V4G,dem_income_source_drugs
v5,Demographic/Background Information Questionnaire,DEM12V4H,dem_income_source_social_assistance
v5,Demographic/Background Information Questionnaire,DEM12V4I,dem_income_source_student_loans
v5,Demographic/Background Information Questionnaire,DEM12V4J,dem_income_source_friends_relatives
v5,Demographic/Background Information Questionnaire,DEM12V4K,dem_income_source_other
v5,Demographic/Background Information Questionnaire,DEM12V4L,dem_income_source_none
v5,Demographic/Background Information Questionnaire,DEM14V4,dem_income_1_mnth_7_cat
v5,Demographic/Background Information Questionnaire,DEM14AV4,dem_14a
v5,Demographic/Background Information Questionnaire,DEM14BV4,dem_14b
v5,Demographic/Background Information Questionnaire,DEM14CV4,dem_14c
v5,Demographic/Background Information Questionnaire,DEM14DV4,dem_14d
v5,Demographic/Background Information Questionnaire,DEM14EV4,dem_14e
v5,Demographic/Background Information Questionnaire,DEM14FV4,dem_14f
v5,Demographic/Background Information Questionnaire,DEM14GV4,dem_14g
v5,Demographic/Background Information Questionnaire,DEM14HV4,dem_14h
v5,The Brief Homelessness Questionnaire,BH8V4,bh_8
v5,The Brief Homelessness Questionnaire,BH9V4,bh_9
v5,The Brief Homelessness Questionnaire,BH10V4,bh_10
v5,The Brief Homelessness Questionnaire,BH11AV4,bh_11
v5,The Brief Homelessness Questionnaire,BH14V4,bh_14
v5,The Brief Homelessness Questionnaire,BH14BV4,bh_14b
v5,The Brief Homelessness Questionnaire,BH14BV4M,bh_14bm
v5,The Brief Homelessness Questionnaire,BH14BV4W,bh_14bw
v5,The Brief Homelessness Questionnaire,BH14BV4D,bh_14bd
v5,The Brief Homelessness Questionnaire,BH18V4,bh_18
v5,The Brief Homelessness Questionnaire,BH18BV4,bh_18b
v5,The Brief Homelessness Questionnaire,BH18BV4A,bh_18ba
v5,The Brief Homelessness Questionnaire,BH18BV4B,bh_18bb
v5,The Brief Homelessness Questionnaire,BH18BV4C,bh_18bc
v5,The Brief Homelessness Questionnaire,BH18BV4D,bh_18bd
v5,The Brief Homelessness Questionnaire,BH18BV4E,bh_18be
v5,The Brief Homelessness Questionnaire,BH18BV4F,bh_18bf
v5,The Brief Homelessness Questionnaire,BH18BV4G,bh_18bg
v5,The Brief Homelessness Questionnaire,BH18BV4H,bh_18bh
v5,The Brief Homelessness Questionnaire,BH18B1V4,bh_18b1
v5,MacArthur Scale of Subjective Social Status,SSS1_V5,sss_1
v5,MacArthur Scale of Subjective Social Status,SSS2_V5,sss_2
v5,Patient Health Questionnaire,PHQ1_V4,phq_1
v5,Patient Health Questionnaire,PHQ2_V4,phq_2
v5,Patient Health Questionnaire,PHQ3_V4,phq_3
v5,Patient Health Questionnaire,PHQ4_V4,phq_4
v5,Patient Health Questionnaire,PHQ5_V4,phq_5
v5,Patient Health Questionnaire,PHQ6_V4,phq_6
v5,Patient Health Questionnaire,PHQ7_V4,phq_7
v5,Patient Health Questionnaire,PHQ8_V4,phq_8
v5,Patient Health Questionnaire,PHQ9_V4,phq_9
v5,Patient Health Questionnaire,PHQ10_V4,phq_10
v5,Patient Health Questionnaire,PHQ11_V4,phq_11
v5,Patient Health Questionnaire,PHQ12_V4,phq_12
v5,Patient Health Questionnaire,PHQ13_V4,phq_13
v5,Patient Health Questionnaire,PHQ14_V4,phq_14
v5,Patient Health Questionnaire,PHQ15_V4,phq_15
v5,SF-12 Health Survey,HS1_V1,hs_1
v5,SF-12 Health Survey,HS2_V1,hs_2
v5,SF-12 Health Survey,HS3_V1,hs_3
v5,SF-12 Health Survey,HS4_V1,hs_4
v5,SF-12 Health Survey,HS5_V1,hs_5
v5,SF-12 Health Survey,HS6_V1,hs_6
v5,SF-12 Health Survey,HS7_V1,hs_7
v5,SF-12 Health Survey,HS8_V1,hs_8
v5,SF-12 Health Survey,HS9_V1,hs_9
v5,SF-12 Health Survey,HS10_V1,hs_10
v5,SF-12 Health Survey,HS11_V1,hs_11
v5,SF-12 Health Survey,HS12_V1,hs_12
v5,Health Related Quality of Life,HRQ1_V5,hrq_1
v5,Health Related Quality of Life,HRQ2_V5,hrq_2
v5,Health Related Quality of Life,HRQ3_V5,hrq_3
v5,Self-Rated Health Questionnaire,S2_V5,srh_1
v5,Self-Rated Health Questionnaire,S2_V5A,srh_1a
v5,Self-Rated Health Questionnaire,S2_V5B,srh_1b
v5,Self-Rated Health Questionnaire,S2_V5C,srh_1c
v5,Self-Rated Health Questionnaire,S2_V5D,srh_1d
v5,Self-Rated Health Questionnaire,S2_V5E,srh_1e
v5,Self-Rated Health Questionnaire,S2_V5F,srh_1f
v5,Self-Rated Health Questionnaire,S2_V5G,srh_1g
v5,Self-Rated Health Questionnaire,S2_V5H,srh_1h
v5,Self-Rated Health Questionnaire,SR3A_V5,srh_2a
v5,Self-Rated Health Questionnaire,SR3B_V5,srh_2b
v5,Self-Rated Health Questionnaire,SR3C_V5,srh_2c
v5,Self-Rated Health Questionnaire,SR3D_V5,srh_2d
v5,Self-Rated Health Questionnaire,SR3E_V5,srh_2e
v5,Self-Rated Health Questionnaire,SR3F_V5,srh_2f
v5,Self-Rated Health Questionnaire,S5_V5,srh_5
v5,Self-Rated Health Questionnaire,S6_V5,srh_6
v5,Self-Rated Health Questionnaire,S18_V5,srh_18
v5,Self-Rated Health Questionnaire,S18_V5A,srh_18a
v5,Self-Rated Health Questionnaire,S18_V5B,srh_18b
v5,Self-Rated Health Questionnaire,S18_V5C,srh_18c
v5,Self-Rated Health Questionnaire,S18_V5D,srh_18d
v5,Self-Rated Health Questionnaire,S18_V5E,srh_18e
v5,Self-Rated Health Questionnaire,S18_V5F,srh_18f
v5,Self-Rated Health Questionnaire,S18_V5G,srh_18g
v5,Self-Rated Health Questionnaire,S18_V5H,srh_18h
v5,Self-Rated Health Questionnaire,S18_V5I,srh_18i
v5,Self-Rated Health Questionnaire,S18_V5J,srh_18j
v5,Self-Rated Health Questionnaire,S18_V5K,srh_18k
v5,Self-Rated Health Questionnaire,S18_V5L,srh_18l
v5,Self-Rated Health Questionnaire,S24_V5,srh_24
v5,Self-Rated Health Questionnaire,S24_V5A,srh_24a
v5,Self-Rated Health Questionnaire,S24_V5B,srh_24b
v5,Self-Rated Health Questionnaire,S24_V5C,srh_24c
v5,Self-Rated Health Questionnaire,S24_V5D,srh_24d
v5,Self-Rated Health Questionnaire,S24_V5E,srh_24e
v5,Self-Rated Health Questionnaire,S24_V5F,srh_24f
v5,Self-Rated Health Questionnaire,S25A_V5,srh_25
v5,Self-Rated Health Questionnaire,S26A_V5,srh_26
v5,Self-Rated Health Questionnaire,S26A_V5A,srh_26a
v5,Self-Rated Health Questionnaire,S26A_V5B,srh_26b
v5,Self-Rated Health Questionnaire,S26A_V5C,srh_26c
v5,Self-Rated Health Questionnaire,S26A_V5D,srh_26d
v5,Self-Rated Health Questionnaire,S26A_V5E,srh_26e
v5,Self-Rated Health Questionnaire,S26A_V5F,srh_26f
v5,Self-Rated Health Questionnaire,S26A_V5G,srh_26g
v5,Self-Rated Health Questionnaire,S25B_V5,srh_27
v5,Self-Rated Health Questionnaire,S26B_V5,srh_28
v5,Self-Rated Health Questionnaire,S26B_V5A,srh_28a
v5,Self-Rated Health Questionnaire,S26B_V5B,srh_28b
v5,Self-Rated Health Questionnaire,S26B_V5C,srh_28c
v5,Self-Rated Health Questionnaire,S26B_V5D,srh_28d
v5,Self-Rated Health Questionnaire,S26B_V5E,srh_28e
v5,Self-Rated Health Questionnaire,S26B_V5F,srh_28f
v5,Self-Rated Health Questionnaire,S26B_V5G,srh_28g
v5,Self-Rated Health Questionnaire,S25C_V5,srh_29
v5,Self-Rated Health Questionnaire,S26C_V5,srh_30
v5,Self-Rated Health Questionnaire,S26C_V5A,srh_30a
v5,Self-Rated Health Questionnaire,S26C_V5B,srh_30b
v5,Self-Rated Health Questionnaire,S26C_V5C,srh_30c
v5,Self-Rated Health Questionnaire,S26C_V5D,srh_30d
v5,Self-Rated Health Questionnaire,S26C_V5E,srh_30e
v5,Self-Rated Health Questionnaire,S26C_V5F,srh_30f
v5,Self-Rated Health Questionnaire,S26C_V5G,srh_30g
v5,Self-Rated Health Questionnaire,S25D_V5,srh_31
v5,Self-Rated Health Questionnaire,S26D_V5,srh_32
v5,Self-Rated Health Questionnaire,S26D_V5A,srh_32a
v5,Self-Rated Health Questionnaire,S26D_V5B,srh_32b
v5,Self-Rated Health Questionnaire,S26D_V5C,srh_32c
v5,Self-Rated Health Questionnaire,S26D_V5D,srh_32d
v5,Self-Rated Health Questionnaire,S26D_V5E,srh_32e
v5,Self-Rated Health Questionnaire,S26D_V5F,srh_32f
v5,Self-Rated Health Questionnaire,S26D_V5G,srh_32g
v5,Self-Rated Health Questionnaire,S25E_V5,srh_33
v5,Self-Rated Health Questionnaire,S26E_V5,srh_34
v5,Self-Rated Health Questionnaire,S26E_V5A,srh_34a
v5,Self-Rated Health Questionnaire,S26E_V5B,srh_34b
v5,Self-Rated Health Questionnaire,S26E_V5C,srh_34c
v5,Self-Rated Health Questionnaire,S26E_V5D,srh_34d
v5,Self-Rated Health Questionnaire,S26E_V5E,srh_34e
v5,Self-Rated Health Questionnaire,S26E_V5F,srh_34f
v5,Self-Rated Health Questionnaire,S26E_V5G,srh_34g
v5,Self-Rated Health Questionnaire,S27_V5,srh_35
v5,Self-Rated Health Questionnaire,S28_V5,srh_36
v5,Self-Rated Health Questionnaire,S31_V5,srh_39
v5,Self-Rated Health Questionnaire,S32_V5,srh_40
v5,Self-Rated Health Questionnaire,S32_V5A,srh_40a
v5,Self-Rated Health Questionnaire,S32_V5B,srh_40b
v5,Self-Rated Health Questionnaire,S32_V5C,srh_40c
v5,Self-Rated Health Questionnaire,S32_V5D,srh_40d
v5,Self-Rated Health Questionnaire,S32_V5E,srh_40e
v5,Self-Rated Health Questionnaire,S32_V5F,srh_40f
v5,Self-Rated Health Questionnaire,S32_V5G,srh_40g
v5,Self-Rated Health Questionnaire,S32_V5H,srh_40h
v5,Self-Rated Health Questionnaire,S32_V5I,srh_40i
v5,Self-Rated Health Questionnaire,S33_V5,srh_41
v5,Self-Rated Health Questionnaire,S37_V5,srh_45
v5,Self-Rated Health Questionnaire,S39A_V5,srh_47
v5,Self-Rated Health Questionnaire,S39B_V5,srh_48
v5,Self-Rated Health Questionnaire,S40_V5,srh_49
v5,Self-Rated Health Questionnaire,S41_V5,srh_50
v5,Self-Rated Health Questionnaire,S42_V5,srh_51
v5,Self-Rated Health Questionnaire,S43_V5,srh_52
v5,Self-Rated Health Questionnaire,S43_V5A,srh_52a
v5,Self-Rated Health Questionnaire,S43_V5B,srh_52b
v5,Self-Rated Health Questionnaire,S43_V5C,srh_52c
v5,Self-Rated Health Questionnaire,S43_V5D,srh_52d
v5,Self-Rated Health Questionnaire,S43_V5E,srh_52e
v5,Self-Rated Health Questionnaire,S43_V5F,srh_52f
v5,Self-Rated Health Questionnaire,S43_V5G,srh_52g
v5,Self-Rated Health Questionnaire,S43_V5H,srh_52h
v5,Self-Rated Health Questionnaire,S43_V5I,srh_52i
v5,TCU Drug Screen 5,DS1_V5,ds_1
v5,TCU Drug Screen 5,DS2_V5,ds_2
v5,TCU Drug Screen 5,DS3_V5,ds_3
v5,TCU Drug Screen 5,DS4_V5,ds_4
v5,TCU Drug Screen 5,DS5_V5,ds_5
v5,TCU Drug Screen 5,DS6_V5,ds_6
v5,TCU Drug Screen 5,DS7_V5,ds_7
v5,TCU Drug Screen 5,DS8_V5,ds_8
v5,TCU Drug Screen 5,DS9_V5,ds_9
v5,TCU Drug Screen 5,DS10A_V5,ds_10a
v5,TCU Drug Screen 5,DS10B_V5,ds_10b
v5,TCU Drug Screen 5,DS11A_V5,ds_11a
v5,TCU Drug Screen 5,DS11B_V5,ds_11b
v5,Tobacco History Questionnaire,T1_V5,t_1
v5,Tobacco History Questionnaire,T2_V5,t_2
v5,Tobacco History Questionnaire,T3A_V5,t_3
v5,Tobacco History Questionnaire,T3A_V5Y,t_3y
v5,Tobacco History Questionnaire,T3A_V5M,t_3m
v5,Tobacco History Questionnaire,T3B_V5,t_4
v5,Tobacco History Questionnaire,T5_V5,t_6
v5,Tobacco History Questionnaire,T5A1_V5,t_6a
v5,Tobacco History Questionnaire,T5A2_V5,t_6b
v5,Tobacco History Questionnaire,T5A3_V5,t_6c
v5,Tobacco History Questionnaire,T5A4_V5,t_6d
v5,Tobacco History Questionnaire,T5A5_V5,t_6e
v5,Tobacco History Questionnaire,T5A6_V5,t_6f
v5,Tobacco History Questionnaire,T6_V5,t_7
v5,Tobacco History Questionnaire,T6A1_V5,t_7a
v5,Tobacco History Questionnaire,T6A2_V5,t_7b
v5,Tobacco History Questionnaire,T6A3_V5,t_7c
v5,Tobacco History Questionnaire,T6A4_V5,t_7d
v5,Tobacco History Questionnaire,T6A5_V5,t_7e
v5,Tobacco History Questionnaire,T6A6_V5,t_7f
v5,Tobacco History Questionnaire,T7_V5,t_8
v5,Tobacco History Questionnaire,T10_V5,t_11
v5,Tobacco History Questionnaire,T16_V5,t_17
v5,Tobacco History Questionnaire,T17_V5,t_18
v5,Tobacco History Questionnaire,T22_V5,t_23
v5,Tobacco History Questionnaire,T24_V5,t_25
v5,Tobacco History Questionnaire,T25_V5,t_26
v5,Tobacco History Questionnaire,T26_V5,t_27
v5,Tobacco History Questionnaire,T27_V5,t_28
v5,Tobacco History Questionnaire,T28_V5,t_29
v5,Tobacco History Questionnaire,T29_V5,t_30
v5,Tobacco History Questionnaire,T30_V5,t_31
v5,Tobacco History Questionnaire,T31_V5,t_32
v5,Tobacco History Questionnaire,T31_V5A,t_32a
v5,Tobacco History Questionnaire,T31_V5B,t_32b
v5,Tobacco History Questionnaire,T31_V5C,t_32c
v5,Tobacco History Questionnaire,T31_V5D,t_32d
v5,Tobacco History Questionnaire,T31_V5E,t_32e
v5,Tobacco History Questionnaire,T31_V5F,t_32f
v5,Tobacco History Questionnaire,T31_V5G,t_32g
v5,Tobacco History Questionnaire,T31_V5H,t_32h
v5,Tobacco History Questionnaire,T31_V5I,t_32i
v5,Tobacco History Questionnaire,T31_V5J,t_32j
v5,Tobacco History Questionnaire,T31B_V5,t_33
v5,Tobacco History Questionnaire,T31B_V5A,t_33a
v5,Tobacco History Questionnaire,T31B_V5B,t_33b
v5,Tobacco History Questionnaire,T31B_V5C,t_33c
v5,Tobacco History Questionnaire,T33_V5,t_35
v5,Tobacco History Questionnaire,T33_V5A,t_35a
v5,Tobacco History Questionnaire,T33_V5B,t_35b
v5,Tobacco History Questionnaire,T33_V5C,t_35c
v5,Tobacco History Questionnaire,T33_V5D,t_35d
v5,Tobacco History Questionnaire,T33_V5E,t_35e
v5,Tobacco History Questionnaire,T33_V5F,t_35f
v5,Tobacco History Questionnaire,T33_V5G,t_35g
v5,Tobacco History Questionnaire,T33_V5H,t_35h
v5,Tobacco History Questionnaire,T33_V5I,t_35i
v5,Tobacco History Questionnaire,T33_V5J,t_35j
v5,Tobacco History Questionnaire,T34_V5,t_36
v5,Tobacco History Questionnaire,T35_V5,t_37
v5,Tobacco History Questionnaire,T36_V4,t_38
v5,Tobacco History Questionnaire,T37_V4,t_39
v5,Tobacco History Questionnaire,T38_V4,t_40
v5,Tobacco History Questionnaire,T39_V4,t_41
v5,Tobacco History Questionnaire,T40_V4,t_42
v5,Heaviness of Smoking Index,HSI1_V5,hsi_1
v5,Heaviness of Smoking Index,HSI2_V5,hsi_2
v5,BRFSS - Inadequate Sleep,BRS1_V5,brs_1
v5,BRFSS - Inadequate Sleep,BRS2_V5,brs_2
v5,BRFSS - Inadequate Sleep,BRS3_V5,brs_3
v5,BRFSS - Inadequate Sleep,BRS4_V5,brs_4
v5,BRFSS - Inadequate Sleep,BRS5_V5,brs_5
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF1_V5,af_1
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF2M_V5,af_2m
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF3TU_V5,af_3tu
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF4W_V5,af_4w
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF5TH_V5,af_5th
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF6F_V5,af_6f
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF6SA_V5,af_6sa
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF8SU_V5,af_8su
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",DRINKS,drinks
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9_V5,af_9
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9A_V5,af_9a
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9B_V5,af_9b
v5,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9C_V5,af_9c
v5,Food Security,FSS1_V5,fss_1
v5,Food Security,FSS2_V5,fss_2
v5,Food Security,FSS3_V5,fss_3
v5,Food Security,FSS3A_V5,fss_3a
v5,Food Security,FSS4_V5,fss_4
v5,Food Security,FSS5_V5,fss_5
v5,Meal Survey,MS1_V5,ms_1
v5,Meal Survey,MS2_V5,ms_2
v5,Meal Survey,MS3_V5,ms_3
v5,Meal Survey,MS8_V5,ms_4
v5,Detroit Day Discrimination,DD1_V5,dd_1
v5,Detroit Day Discrimination,DD2_V5,dd_2
v5,Detroit Day Discrimination,DD3_V5,dd_3
v5,Detroit Day Discrimination,DD4_V5,dd_4
v5,Detroit Day Discrimination,DD5_V5,dd_5
v5,Detroit Day Discrimination,DD6_V5,dd_6
v5,Detroit Day Discrimination,DD7_V5,dd_7
v5,Detroit Day Discrimination,DD8_V5,dd_8
v5,Detroit Day Discrimination,DD9_V5,dd_9
v5,Detroit Day Discrimination,DD10_V5,dd_10
v5,Urban Life Stressor Scale,ULS1_V5,uls_1
v5,Urban Life Stressor Scale,ULS2_V5,uls_2
v5,Urban Life Stressor Scale,ULS3_V5,uls_3
v5,Urban Life Stressor Scale,ULS4_V5,uls_4
v5,Urban Life Stressor Scale,ULS5_V5,uls_5
v5,Urban Life Stressor Scale,ULS6_V5,uls_6
v5,Urban Life Stressor Scale,ULS7_V5,uls_7
v5,Urban Life Stressor Scale,ULS8_V5,uls_8
v5,Urban Life Stressor Scale,ULS9_V5,uls_9
v5,Urban Life Stressor Scale,ULS10_V5,uls_10
v5,Urban Life Stressor Scale,ULS11_V5,uls_11
v5,Urban Life Stressor Scale,ULS12_V5,uls_12
v5,Urban Life Stressor Scale,ULS13_V5,uls_13
v5,Urban Life Stressor Scale,ULS14_V5,uls_14
v5,Urban Life Stressor Scale,ULS15_V5,uls_15
v5,Urban Life Stressor Scale,ULS16_V5,uls_16
v5,Urban Life Stressor Scale,ULS17_V5,uls_17
v5,Urban Life Stressor Scale,ULS18_V5,uls_18
v5,Urban Life Stressor Scale,ULS19_V5,uls_19
v5,Urban Life Stressor Scale,ULS20_V5,uls_20
v5,Urban Life Stressor Scale,ULS21_V5,uls_21
v5,Personal Victimization,PV1_V5,pv_1
v5,Personal Victimization,PV2_V5,pv_2
v5,Personal Victimization,PV3_V5,pv_3
v5,Perceived Stress Scale,PS1_V5,ps_1
v5,Perceived Stress Scale,PS2_V5,ps_2
v5,Perceived Stress Scale,PS3_V5,ps_3
v5,Perceived Stress Scale,PS4_V5,ps_4
v5,Distress Tolerance Scale,DTS1_V5,dts_1
v5,Distress Tolerance Scale,DTS2_V5,dts_2
v5,Distress Tolerance Scale,DTS3_V5,dts_3
v5,Distress Tolerance Scale,DTS4_V5,dts_4
v5,Distress Tolerance Scale,DTS5_V5,dts_5
v5,Distress Tolerance Scale,DTS6_V5,dts_6
v5,Distress Tolerance Scale,DTS7_V5,dts_7
v5,Distress Tolerance Scale,DTS8_V5,dts_8
v5,Distress Tolerance Scale,DTS9_V5,dts_9
v5,Distress Tolerance Scale,DTS10_V5,dts_10
v5,Distress Tolerance Scale,DTS11_V5,dts_11
v5,Distress Tolerance Scale,DTS12_V5,dts_12
v5,Distress Tolerance Scale,DTS13_V5,dts_13
v5,Distress Tolerance Scale,DTS14_V5,dts_14
v5,Distress Tolerance Scale,DTS15_V5,dts_15
v5,Distress Tolerance Scale,DTS16_V5,dts_16
v5,Aggression Questionnaire,AQ1_V5,aq_1
v5,Aggression Questionnaire,AQ2_V5,aq_2
v5,Aggression Questionnaire,AQ3_V5,aq_3
v5,Aggression Questionnaire,AQ4_V5,aq_4
v5,Aggression Questionnaire,AQ5_V5,aq_5
v5,Aggression Questionnaire,AQ6_V5,aq_6
v5,Aggression Questionnaire,AQ7_V5,aq_7
v5,Aggression Questionnaire,AQ8_V5,aq_8
v5,Aggression Questionnaire,AQ9_V5,aq_9
v5,Aggression Questionnaire,AQ10_V5,aq_10
v5,Aggression Questionnaire,AQ11_V5,aq_11
v5,Aggression Questionnaire,AQ12_V5,aq_12
v5,CES-D,CES1_V5,ces_1
v5,CES-D,CES2_V5,ces_2
v5,CES-D,CES3_V5,ces_3
v5,CES-D,CES4_V5,ces_4
v5,CES-D,CES5_V5,ces_5
v5,CES-D,CES6_V5,ces_6
v5,CES-D,CES7_V5,ces_7
v5,CES-D,CES8_V5,ces_8
v5,CES-D,CES9_V5,ces_9
v5,CES-D,CES10_V5,ces_10
v5,Interpersonal Support Evaluation List,IS1_V5,is_1
v5,Interpersonal Support Evaluation List,IS2_V5,is_2
v5,Interpersonal Support Evaluation List,IS3_V5,is_3
v5,Interpersonal Support Evaluation List,IS4_V5,is_4
v5,Interpersonal Support Evaluation List,IS5_V5,is_5
v5,Interpersonal Support Evaluation List,IS6_V5,is_6
v5,Interpersonal Support Evaluation List,IS7_V5,is_7
v5,Interpersonal Support Evaluation List,IS8_V5,is_8
v5,Interpersonal Support Evaluation List,IS9_V5,is_9
v5,Interpersonal Support Evaluation List,IS10_V5,is_10
v5,Interpersonal Support Evaluation List,IS11_V5,is_11
v5,Interpersonal Support Evaluation List,IS12_V5,is_12
v5,Religious Participation,RP1_V5,rp_1
v5,Religious Participation,RP2_V5,rp_2
v5,Lubben Social Network Scale,LSN1_V5,lsn_1
v5,Lubben Social Network Scale,LSN2_V5,lsn_2
v5,Lubben Social Network Scale,LSN3_V5,lsn_3
v5,Lubben Social Network Scale,LSN4_V5,lsn_4
v5,Lubben Social Network Scale,LSN5_V5,lsn_5
v5,Lubben Social Network Scale,LSN6_V5,lsn_6
v5,Resource Utilization,R1_V5,r_1
v5,Resource Utilization,R2_V5,r_2
v5,Resource Utilization,R3_V5,r_3
v5,Resource Utilization,R4_V5,r_4
v5,Resource Utilization,R5_V5,r_5
v5,Resource Utilization,R6_V5,r_6
v5,Resource Utilization,R7_V5,r_7
v5,Resource Utilization,R8_V5,r_8
v5,Resource Utilization,R9_V5,r_9
v5,Resource Utilization,R10_V5,r_10
v5,Resource Utilization,R11_V5,r_11
v5,Resource Utilization,R11B_V5,r_12
v5,Resource Utilization,R12_V5,r_13
v5,Resource Utilization,R13_V5,r_14
v5,Resource Utilization,R14_V5,r_15
v5,Resource Utilization,R15_V5,r_16
v5,Resource Utilization,R15_V5A,r_16a
v5,Resource Utilization,R15_V5B,r_16b
v5,Resource Utilization,R15_V5C,r_16c
v5,Resource Utilization,R15_V5D,r_16d
v5,Resource Utilization,R15_V5E,r_16e
v5,Resource Utilization,R15_V5F,r_16f
v5,Resource Utilization,R15_V5G,r_16g
v5,Resource Utilization,R15_V5H,r_16h
v5,Resource Utilization,R15_V5I,r_16i
v5,Resource Utilization,R15_V5J,r_16j
v5,Resource Utilization,R15_V5K,r_16k
v5,Resource Utilization,R15_V5L,r_16l
v5,Resource Utilization,R15_V5M,r_16m
v5,Resource Utilization,R15_V5N,r_16n
v5,Resource Utilization,R15_V5O,r_16o
v5,Barriers to Phone Based Case Management,BPM1_V5,bpm_1
v5,Barriers to Phone Based Case Management,BPM2_V5,bpm_2
v5,Barriers to Phone Based Case Management,BPM3_V5,bpm_3
v5,Barriers to Phone Based Case Management,BPM4_V5,bpm_4
v5,Barriers to Phone Based Case Management,BPM5_V5,bpm_5
v5,Barriers to Phone Based Case Management,BPM5_V5A,bpm_5a
v5,Barriers to Phone Based Case Management,BPM5_V5B,bpm_5b
v5,Barriers to Phone Based Case Management,BPM5_V5C,bpm_5c
v5,Barriers to Phone Based Case Management,BPM5_V5D,bpm_5d
v5,Barriers to Phone Based Case Management,BPM5_V5E,bpm_5e
v5,Barriers to Phone Based Case Management,BPM5_V5F,bpm_5f
v5,Barriers to Phone Based Case Management,BPM5_V5G,bpm_5g
v5,Treatment Quality and Satisfaction Survey,TQ1_1V5,tq_1_1
v5,Treatment Quality and Satisfaction Survey,TQ2_1V5,tq_2_1
v5,Treatment Quality and Satisfaction Survey,TQ14_1V5,tq_14_1
v5,Treatment Quality and Satisfaction Survey,TQ1_2V5,tq_1_2
v5,Treatment Quality and Satisfaction Survey,TQ2_2V5,tq_2_2
v5,Treatment Quality and Satisfaction Survey,TQ3_2V5,tq_3_2
